ID #,Species,Date,Location/ Site,TL (cm),SL(cm),FL(cm),Weight,Gonads?,Gender,
569,White Grunt ,11/09/25,Hubard Marina,268,200,238,,,female,
570,White Grunt ,11/09/25,Hubard Marina,273,211,237,,,female,
571,White Grunt ,11/09/25,Hubard Marina,297,225,263,,gravid,female,
572,White Grunt ,11/09/25,Hubard Marina,283,220,252,,gravid,female,
573,White Grunt ,11/09/25,Hubard Marina,251,192,221,,,female,
574,White Grunt ,11/09/25,Hubard Marina,265,198,236,,gravid,female,
575,White Grunt ,11/09/25,Hubard Marina,263,198,232,,gravid,male,
576,White Grunt ,11/09/25,Hubard Marina,285,213,250,,,female,
577,White Grunt ,11/09/25,Hubard Marina,240,185,214,,gravid,female,
578,White Grunt ,11/09/25,Hubard Marina,276,206,241,,gravid,female ,
579,White Grunt ,11/09/25,Hubard Marina,283,217,253,,gravid,male,
580,White Grunt ,11/09/25,Hubard Marina,272,208,240,,gravid,female,
581,White Grunt ,11/09/25,Hubard Marina,245,187,220,,gravid,female,
582,White Grunt ,11/09/25,Hubard Marina,279,217,249,,gravid,female,
583,White Grunt ,11/09/25,Hubard Marina,239,181,211,,gravid,male,
584,White Grunt ,11/09/25,Hubard Marina,276,212,246,,gravid,male,
585,White Grunt ,11/09/25,Hubard Marina,240,182,215,,,male,
586,White Grunt ,11/09/25,Hubard Marina,288,223,255,,,female,
587,White Grunt ,11/09/25,Hubard Marina,225,176,200,,gravid,male,
588,White Grunt ,11/09/25,Hubard Marina,250,234,223,,gravid,male,
589,White Grunt ,11/09/25,Hubard Marina,306,193,273,,gravid,female,
590,White Grunt ,11/09/25,Hubard Marina,254,196,223,,gravid,female,
591,White Grunt ,11/09/25,Hubard Marina,245,196,220,,,female,
592,White Grunt ,11/09/25,Hubard Marina,312,242,279,,gravid,male,
593,White Grunt ,11/09/25,Hubard Marina,275,213,247,,gravid,male,
594,White Grunt ,11/09/25,Hubard Marina,275,212,245,,,female,
595,White Grunt ,11/09/25,Hubard Marina,315,238,277,,,female,
596,White Grunt ,11/09/25,Hubard Marina,273,212,250,,gravid,female,
597,White Grunt ,11/09/25,Hubard Marina,274,210,243,,,male,
598,White Grunt ,11/09/25,Hubard Marina,261,204,235,,,male,
599,White Grunt ,11/09/25,Hubard Marina,300,233,268,,,female,
600,White Grunt ,11/09/25,Hubard Marina,259,196,232,,gravid,male,
601,White Grunt ,11/09/25,Hubard Marina,289,220,254,,gravid,female,
602,White Grunt ,11/09/25,Hubard Marina,279,215,248,,gravid,male,
603,White Grunt ,11/09/25,Hubard Marina,268,204,237,,,female,
604,White Grunt ,11/09/25,Hubard Marina,258,195,232,,gravid,male,
605,White Grunt ,11/09/25,Hubard Marina,240,183,213,,,male,
606,White Grunt ,11/09/25,Hubard Marina,272,206,242,,,female,
607,White Grunt ,11/09/25,Hubard Marina,255,195,228,,gravid,female,
608,White Grunt ,11/09/25,Hubard Marina,286,217,247,,gravid,female,
609,White Grunt ,11/09/25,Hubard Marina,260,199,233,,,female,
610,White Grunt ,11/09/25,Hubard Marina,267,201,239,,,female,
611,White Grunt ,11/09/25,Hubard Marina,296,230,264,,gravid,male,
612,White Grunt ,11/09/25,Hubard Marina,296,227,260,,,female,
613,White Grunt ,11/09/25,Hubard Marina,243,178,210,,,female,
614,White Grunt ,11/09/25,Hubard Marina,274,215,245,,gravid,male,
615,White Grunt ,11/09/25,Hubard Marina,289,221,261,,gravid,male,
616,White Grunt ,11/09/25,Hubard Marina,257,193,231,,,male,
617,White Grunt ,11/09/25,Hubard Marina,258,207,234,,gravid,male,
618,White Grunt ,11/09/25,Hubard Marina,295,230,261,,,female,
619,White Grunt ,11/09/25,Hubard Marina,267,203,235,,,male,
620,White Grunt ,11/09/25,Hubard Marina,259,205,235,,gravid,male,
621,White Grunt ,11/09/25,Hubard Marina,282,211,254,,,male,
622,White Grunt ,11/09/25,Hubard Marina,259,199,230,,,female,
623,White Grunt ,11/09/25,Hubard Marina,275,215,250,,gravid,male,
624,White Grunt ,11/09/25,Hubard Marina,245,186,219,,gravid,female,
625,White Grunt ,11/09/25,Hubard Marina,310,244,270,,gravid,male,
626,White Grunt ,11/09/25,Hubard Marina,270,205,238,,gravid,male,
627,White Grunt ,11/09/25,Hubard Marina,269,202,248,,gravid,female,
628,White Grunt ,11/09/25,Hubard Marina,295,226,265,,gravid,female,
629,White Grunt ,11/09/25,Hubard Marina,310,244,279,,,female,
630,White Grunt ,11/09/25,Hubard Marina,265,200,236,,gravid,female,
631,White Grunt ,11/09/25,Hubard Marina,319,243,293,,gravid,female,
632,White Grunt ,11/09/25,Hubard Marina,274,213,247,,gravid,female,
633,White Grunt ,11/09/25,Hubard Marina,290,224,259,,,female,
634,White Grunt ,11/09/25,Hubard Marina,252,197,229,,gravid,female,
635,White Grunt ,11/09/25,Hubard Marina,264,199,229,,gravid,male,
636,White Grunt ,11/09/25,Hubard Marina,292,225,262,,,female,
637,White Grunt ,11/09/25,Hubard Marina,258,203,236,,gravid,male,
638,White Grunt ,11/09/25,Hubard Marina,249,184,223,,,female,
,,,,,,,,,,
,,,,,,,,,,
,,,,272.87,,,,,,
